id_evento,fonte,objeto,id_objeto,nome_host,horario,ns,id_evento_resolvido,horario_resolvido,ns_resolvido,id_correlacao,id_usuario,descricao,reconhecido,severidade,id_evento_causa,dados_operacao,reconhecimentos,dados_supressao,supresso,tags
6567303,0,0,294112,NET001HOMLNX051,2024-09-14 13:48:54,546361889,0,1969-12-31 21:00:00,0,0,0,High CPU utilization (over 95% for 30m),0,Disaster,0,Current utilization: 95.4303 %,[],[],0,"[{'tag': 'AMBIENTE', 'value': 'RESIDENCIAL'}, {'tag': 'event', 'value': 'high-cpu'}]"
6567186,0,0,296524,BRUX1167,2024-09-14 13:37:30,242499697,6567660,2024-09-14 14:12:30,210315993,0,0,High memory utilization (>95% for 30m),0,Disaster,0,,[],[],0,"[{'tag': 'AMBIENTE', 'value': 'MOVEL'}, {'tag': 'event', 'value': 'high-memory'}]"
6566599,0,0,282073,Zabbix Server,2024-09-14 12:56:23,926997475,0,1969-12-31 21:00:00,0,0,0,/var 100% de uso,0,Disaster,0,,[],[],0,"[{'tag': 'class', 'value': 'os'}, {'tag': 'component', 'value': 'postgreSQL'}, {'tag': 'target', 'value': 'linux'}]"
6560988,0,0,237167,BRUX0234_CPC4_D01AMS,2024-09-14 07:00:46,213323376,0,1969-12-31 21:00:00,0,0,0,BD CPC4 (D01AMS) is down.,0,Disaster,0,,[],[],0,"[{'tag': 'server_cod', 'value': '181'}, {'tag': 'uni_org_cod', 'value': '1'}]"
6560964,0,0,237023,BRUX0234_CPC5_D01AMS,2024-09-14 07:00:27,490404778,0,1969-12-31 21:00:00,0,0,0,BD ATLWFWO (T00DB3) is down.,0,Disaster,0,,[],[],0,"[{'tag': 'server_cod', 'value': '181'}, {'tag': 'uni_org_cod', 'value': '1'}]"
6560941,0,0,237221,BRUX0234_CPC12_D01AMS,2024-09-14 07:00:15,43580716,0,1969-12-31 21:00:00,0,0,0,BD CPC12 (D01AMS)  is down.,0,Disaster,0,,[],[],0,"[{'tag': 'server_cod', 'value': '181'}, {'tag': 'uni_org_cod', 'value': '1'}]"
6560940,0,0,237190,BRUX0234_CPC6_D01AMS,2024-09-14 07:00:15,90916886,0,1969-12-31 21:00:00,0,0,0,BD CPC6 (D01AMS) is down.,0,Disaster,0,,[],[],0,"[{'tag': 'server_cod', 'value': '181'}, {'tag': 'uni_org_cod', 'value': '1'}]"
6560785,0,0,293701,NDCINGFLD002,2024-09-13 21:54:53,43699870,0,1969-12-31 21:00:00,0,0,0,Load average is too high (per CPU load over 2.5 for 10m),0,High,0,"Load averages(1m 5m 15m): (6.1333 3.45 3.3222), # of CPUs: 2",[],[],0,"[{'tag': 'AMBIENTE', 'value': 'RESIDENCIAL'}, {'tag': 'server_cod', 'value': '4441'}, {'tag': 'uni_org_cod', 'value': '1'}]"
6552447,0,0,256081,BRUX1587_WL_Porta9103_ManagedServerSpnSoa103,2024-09-13 13:29:44,941304245,0,1969-12-31 21:00:00,0,0,0,Sem comunicação via SNMP,0,High,0,,[],[],0,"[{'tag': 'server_cod', 'value': '2752'}, {'tag': 'uni_org_cod', 'value': '1'}]"
6552438,0,0,254899,BRUX1587_WL_Porta9104_ManagedServerSpnAdmin104,2024-09-13 13:28:44,261841563,0,1969-12-31 21:00:00,0,0,0,Sem comunicação via SNMP,0,High,0,,[],[],0,"[{'tag': 'server_cod', 'value': '2752'}, {'tag': 'uni_org_cod', 'value': '1'}]"
6551464,0,0,256014,BRUX1587_WL_Porta9103_ManagedServerSpnSoa103,2024-09-13 12:25:36,572021585,0,1969-12-31 21:00:00,0,0,0,SPN-PORTABILIDADE Planta 1/2/4/5 Porta 9103 está fora,0,Disaster,0,,[],[],0,"[{'tag': 'Application', 'value': 'JVM'}, {'tag': 'server_cod', 'value': '2752'}, {'tag': 'uni_org_cod', 'value': '1'}]"
6551463,0,0,254832,BRUX1587_WL_Porta9104_ManagedServerSpnAdmin104,2024-09-13 12:25:36,537589110,0,1969-12-31 21:00:00,0,0,0,SPN-ADMIN Planta 1/2/4/5 Porta 9104 está fora,0,Disaster,0,,[],[],0,"[{'tag': 'Application', 'value': 'JVM'}, {'tag': 'server_cod', 'value': '2752'}, {'tag': 'uni_org_cod', 'value': '1'}]"
6545665,0,0,298791,RJUX0156,2024-09-12 21:20:29,260976970,0,1969-12-31 21:00:00,0,0,0,Zabbix agent is not available (for 10m),0,Disaster,0,,[],[],0,"[{'tag': 'AMBIENTE', 'value': 'MOVEL'}]"
6542913,0,0,294111,NET001HOMLNX051,2024-09-12 18:23:54,606354649,0,1969-12-31 21:00:00,0,0,0,High CPU utilization (over 95% for 45m),0,High,0,Current utilization: 95.4303 %,[],[],0,"[{'tag': 'AMBIENTE', 'value': 'RESIDENCIAL'}]"
6542499,0,0,294408,NET001UATLNX820,2024-09-12 18:07:16,662991677,0,1969-12-31 21:00:00,0,0,0,High memory utilization (>95% for 30m),0,Disaster,0,,[],[],0,"[{'tag': 'AMBIENTE', 'value': 'RESIDENCIAL'}, {'tag': 'event', 'value': 'high-memory'}]"
6541621,0,0,294121,NET001HOMLNX051,2024-09-12 17:14:15,944783864,0,1969-12-31 21:00:00,0,0,0,High memory utilization (>90% for 45m),0,High,0,,[],[],0,"[{'tag': 'AMBIENTE', 'value': 'RESIDENCIAL'}]"
6536404,0,0,296836,BRUX1204,2024-09-12 11:31:42,600353024,0,1969-12-31 21:00:00,0,0,0,High memory utilization (>95% for 30m),0,Disaster,0,,[],[],0,"[{'tag': 'AMBIENTE', 'value': 'MOVEL'}, {'tag': 'event', 'value': 'high-memory'}, {'tag': 'server_cod', 'value': '1804'}, {'tag': 'uni_org_cod', 'value': '1'}]"
6526420,0,0,298921,RJUX0169,2024-09-11 16:46:24,974238065,0,1969-12-31 21:00:00,0,0,0,Zabbix agent is not available (for 10m),0,Disaster,0,,[],[],0,"[{'tag': 'AMBIENTE', 'value': 'MOVEL'}, {'tag': 'server_cod', 'value': '447'}, {'tag': 'uni_org_cod', 'value': '1'}]"
6525391,0,0,282075,Zabbix Server,2024-09-11 15:28:53,808539847,0,1969-12-31 21:00:00,0,0,0,/var 95% de uso,0,High,0,,[],[],0,"[{'tag': 'class', 'value': 'os'}, {'tag': 'component', 'value': 'postgreSQL'}, {'tag': 'target', 'value': 'linux'}]"
6505683,0,0,296835,BRUX1204,2024-09-10 09:36:42,366272734,0,1969-12-31 21:00:00,0,0,0,High memory utilization (>90% for 45m),0,High,0,,[],[],0,"[{'tag': 'AMBIENTE', 'value': 'MOVEL'}, {'tag': 'server_cod', 'value': '1804'}, {'tag': 'uni_org_cod', 'value': '1'}]"
6451588,0,0,297642,BRUX1628,2024-09-06 13:48:24,168585087,0,1969-12-31 21:00:00,0,0,0,High memory utilization (>95% for 30m),0,Disaster,0,,[],[],0,"[{'tag': 'AMBIENTE', 'value': 'MOVEL'}, {'tag': 'event', 'value': 'high-memory'}, {'tag': 'server_cod', 'value': '3164'}, {'tag': 'uni_org_cod', 'value': '1'}]"
6348102,0,0,296523,BRUX1167,2024-08-30 07:02:31,205343870,0,1969-12-31 21:00:00,0,0,0,High memory utilization (>90% for 45m),0,High,0,,[],[],0,"[{'tag': 'AMBIENTE', 'value': 'MOVEL'}]"
6306713,0,0,299519,BRUX9985,2024-08-27 07:18:37,526662783,0,1969-12-31 21:00:00,0,0,0,Zabbix agent is not available (for 10m),0,Disaster,0,,[],[],0,"[{'tag': 'AMBIENTE', 'value': 'MOVEL'}, {'tag': 'server_cod', 'value': '3975'}, {'tag': 'uni_org_cod', 'value': '1'}]"
6284854,0,0,294465,NET001UATLNX823,2024-08-25 13:34:40,122191329,0,1969-12-31 21:00:00,0,0,0,Zabbix agent is not available (for 10m),0,Disaster,0,,[],[],0,"[{'tag': 'AMBIENTE', 'value': 'RESIDENCIAL'}]"
6201134,0,0,283800,NET001UATLNX753_WLSCRMDOMAIN_SIT07,2024-08-19 10:13:04,982140359,0,1969-12-31 21:00:00,0,0,0,WlSCRM DOMAIN PORT 8101 IS DOWN,0,High,0,,[],[],0,"[{'tag': 'AMBIENTE', 'value': 'SIT07'}, {'tag': 'APPLICATION', 'value': 'WLS CRM DOMAIN'}, {'tag': 'Application', 'value': 'WlSCRM DOMAIN'}, {'tag': 'application', 'value': 'WlSCRM DOMAIN'}]"
6174948,0,0,294407,NET001UATLNX820,2024-08-17 08:02:16,536909157,0,1969-12-31 21:00:00,0,0,0,High memory utilization (>90% for 45m),0,High,0,,[],[],0,"[{'tag': 'AMBIENTE', 'value': 'RESIDENCIAL'}]"
6143927,0,0,298136,BRUX2567,2024-08-14 14:05:52,335294152,0,1969-12-31 21:00:00,0,0,0,High memory utilization (>95% for 30m),0,Disaster,0,,[],[],0,"[{'tag': 'AMBIENTE', 'value': 'MOVEL'}, {'tag': 'event', 'value': 'high-memory'}, {'tag': 'server_cod', 'value': '3953'}, {'tag': 'uni_org_cod', 'value': '1'}]"
6126002,0,0,296633,BRUX1171,2024-08-13 07:17:16,540618625,0,1969-12-31 21:00:00,0,0,0,Zabbix agent is not available (for 10m),0,Disaster,0,,[],[],0,"[{'tag': 'AMBIENTE', 'value': 'MOVEL'}, {'tag': 'server_cod', 'value': '1844'}, {'tag': 'uni_org_cod', 'value': '1'}]"
6126001,0,0,297621,BRUX1627,2024-08-13 07:17:14,24479195,0,1969-12-31 21:00:00,0,0,0,Zabbix agent is not available (for 10m),0,Disaster,0,,[],[],0,"[{'tag': 'AMBIENTE', 'value': 'MOVEL'}, {'tag': 'server_cod', 'value': '3163'}, {'tag': 'uni_org_cod', 'value': '1'}]"
6125995,0,0,299233,RJUX0200,2024-08-13 07:15:36,949738274,0,1969-12-31 21:00:00,0,0,0,Zabbix agent is not available (for 10m),0,Disaster,0,,[],[],0,"[{'tag': 'AMBIENTE', 'value': 'MOVEL'}, {'tag': 'server_cod', 'value': '1081'}, {'tag': 'uni_org_cod', 'value': '1'}]"
6125994,0,0,297465,BRUX1621,2024-08-13 07:15:08,590419729,0,1969-12-31 21:00:00,0,0,0,Zabbix agent is not available (for 10m),0,Disaster,0,,[],[],0,"[{'tag': 'AMBIENTE', 'value': 'MOVEL'}, {'tag': 'server_cod', 'value': '3157'}, {'tag': 'uni_org_cod', 'value': '1'}]"
6125990,0,0,297439,BRUX1620,2024-08-13 07:13:58,92082684,0,1969-12-31 21:00:00,0,0,0,Zabbix agent is not available (for 10m),0,Disaster,0,,[],[],0,"[{'tag': 'AMBIENTE', 'value': 'MOVEL'}, {'tag': 'server_cod', 'value': '3156'}, {'tag': 'uni_org_cod', 'value': '1'}]"
6125985,0,0,298947,RJUX0170,2024-08-13 07:12:36,108770893,0,1969-12-31 21:00:00,0,0,0,Zabbix agent is not available (for 10m),0,Disaster,0,,[],[],0,"[{'tag': 'AMBIENTE', 'value': 'MOVEL'}, {'tag': 'server_cod', 'value': '448'}, {'tag': 'uni_org_cod', 'value': '1'}]"
6125979,0,0,297595,BRUX1626,2024-08-13 07:11:04,60203758,0,1969-12-31 21:00:00,0,0,0,Zabbix agent is not available (for 10m),0,Disaster,0,,[],[],0,"[{'tag': 'AMBIENTE', 'value': 'MOVEL'}, {'tag': 'server_cod', 'value': '3162'}, {'tag': 'uni_org_cod', 'value': '1'}]"
6125974,0,0,298999,RJUX0172,2024-08-13 07:09:57,738874591,0,1969-12-31 21:00:00,0,0,0,Zabbix agent is not available (for 10m),0,Disaster,0,,[],[],0,"[{'tag': 'AMBIENTE', 'value': 'MOVEL'}, {'tag': 'server_cod', 'value': '450'}, {'tag': 'uni_org_cod', 'value': '1'}]"
6125972,0,0,297569,BRUX1625,2024-08-13 07:09:52,659749927,0,1969-12-31 21:00:00,0,0,0,Zabbix agent is not available (for 10m),0,Disaster,0,,[],[],0,"[{'tag': 'AMBIENTE', 'value': 'MOVEL'}, {'tag': 'server_cod', 'value': '3161'}, {'tag': 'uni_org_cod', 'value': '1'}]"
6125969,0,0,298973,RJUX0171,2024-08-13 07:08:46,935105885,0,1969-12-31 21:00:00,0,0,0,Zabbix agent is not available (for 10m),0,Disaster,0,,[],[],0,"[{'tag': 'AMBIENTE', 'value': 'MOVEL'}, {'tag': 'server_cod', 'value': '449'}, {'tag': 'uni_org_cod', 'value': '1'}]"
6125968,0,0,297543,BRUX1624,2024-08-13 07:08:42,59048354,0,1969-12-31 21:00:00,0,0,0,Zabbix agent is not available (for 10m),0,Disaster,0,,[],[],0,"[{'tag': 'AMBIENTE', 'value': 'MOVEL'}, {'tag': 'server_cod', 'value': '3160'}, {'tag': 'uni_org_cod', 'value': '1'}]"
6125966,0,0,296113,BRUX0692,2024-08-13 07:08:36,559120474,0,1969-12-31 21:00:00,0,0,0,Zabbix agent is not available (for 10m),0,Disaster,0,,[],[],0,"[{'tag': 'AMBIENTE', 'value': 'MOVEL'}, {'tag': 'server_cod', 'value': '1141'}, {'tag': 'uni_org_cod', 'value': '1'}]"
6125961,0,0,297205,BRUX1486,2024-08-13 07:08:18,285082270,0,1969-12-31 21:00:00,0,0,0,Zabbix agent is not available (for 10m),0,Disaster,0,,[],[],0,"[{'tag': 'AMBIENTE', 'value': 'MOVEL'}, {'tag': 'server_cod', 'value': '2736'}, {'tag': 'uni_org_cod', 'value': '1'}]"
6125956,0,0,297179,BRUX1485,2024-08-13 07:07:08,55018045,0,1969-12-31 21:00:00,0,0,0,Zabbix agent is not available (for 10m),0,Disaster,0,,[],[],0,"[{'tag': 'AMBIENTE', 'value': 'MOVEL'}, {'tag': 'server_cod', 'value': '2691'}, {'tag': 'uni_org_cod', 'value': '1'}]"
6125954,0,0,297725,BRUX1632,2024-08-13 07:06:58,983129531,0,1969-12-31 21:00:00,0,0,0,Zabbix agent is not available (for 10m),0,Disaster,0,,[],[],0,"[{'tag': 'AMBIENTE', 'value': 'MOVEL'}, {'tag': 'server_cod', 'value': '3153'}, {'tag': 'uni_org_cod', 'value': '1'}]"
6110416,0,0,297615,BRUX1627,2024-08-11 17:37:12,710434796,0,1969-12-31 21:00:00,0,0,0,High memory utilization (>90% for 45m),0,High,0,,[],[],0,"[{'tag': 'AMBIENTE', 'value': 'MOVEL'}, {'tag': 'server_cod', 'value': '3163'}, {'tag': 'uni_org_cod', 'value': '1'}]"
6078328,0,0,297122,BRUX1481,2024-08-09 08:14:43,525475027,0,1969-12-31 21:00:00,0,0,0,High memory utilization (>95% for 30m),0,Disaster,0,,[],[],0,"[{'tag': 'AMBIENTE', 'value': 'MOVEL'}, {'tag': 'event', 'value': 'high-memory'}, {'tag': 'server_cod', 'value': '2654'}, {'tag': 'uni_org_cod', 'value': '1'}]"
6058471,0,0,297335,BRUX1583,2024-08-07 13:39:13,513175538,0,1969-12-31 21:00:00,0,0,0,Zabbix agent is not available (for 10m),0,Disaster,0,,[],[],0,"[{'tag': 'AMBIENTE', 'value': 'MOVEL'}, {'tag': 'server_cod', 'value': '3207'}, {'tag': 'uni_org_cod', 'value': '1'}]"
6050110,0,0,297121,BRUX1481,2024-08-06 18:04:43,734116526,0,1969-12-31 21:00:00,0,0,0,High memory utilization (>90% for 45m),0,High,0,,[],[],0,"[{'tag': 'AMBIENTE', 'value': 'MOVEL'}, {'tag': 'server_cod', 'value': '2654'}, {'tag': 'uni_org_cod', 'value': '1'}]"
6048143,0,0,297329,BRUX1583,2024-08-06 15:34:11,793973070,0,1969-12-31 21:00:00,0,0,0,High memory utilization (>90% for 45m),0,High,0,,[],[],0,"[{'tag': 'AMBIENTE', 'value': 'MOVEL'}, {'tag': 'server_cod', 'value': '3207'}, {'tag': 'uni_org_cod', 'value': '1'}]"
6044880,0,0,292019,NET001FT4SUN002_BD_SOC_SOC1EXA6,2024-08-06 11:44:44,686960325,0,1969-12-31 21:00:00,0,0,0,ASM 'DB09': Disk group usage is too high (over 95% for 5m),0,High,0,,[],[],0,"[{'tag': 'AMBIENTE', 'value': 'RESIDENCIAL'}, {'tag': 'AMBIENTE', 'value': 'SIT06'}, {'tag': 'BD', 'value': 'ORACLE'}, {'tag': 'class', 'value': 'database'}, {'tag': 'component', 'value': 'asm'}, {'tag': 'disk-group', 'value': 'DB09'}, {'tag': 'scope', 'value': 'capacity'}, {'tag': 'server_cod', 'value': '4869'}, {'tag': 'target', 'value': 'oracle'}, {'tag': 'uni_org_cod', 'value': '30'}]"
6044736,0,0,289819,NET001FT4SUN001_BD_SIT1CTV,2024-08-06 11:33:10,852443776,0,1969-12-31 21:00:00,0,0,0,ASM 'DB09': Disk group usage is too high (over 95% for 5m),0,High,0,,[],[],0,"[{'tag': 'AMBIENTE', 'value': 'RESIDENCIAL'}, {'tag': 'AMBIENTE', 'value': 'SIT01'}, {'tag': 'class', 'value': 'database'}, {'tag': 'component', 'value': 'asm'}, {'tag': 'disk-group', 'value': 'DB09'}, {'tag': 'scope', 'value': 'capacity'}, {'tag': 'target', 'value': 'oracle'}]"
6044735,0,0,290442,NET001FT4SUN002_BD_SIT7SOC1,2024-08-06 11:32:49,873359991,0,1969-12-31 21:00:00,0,0,0,ASM 'DB09': Disk group usage is too high (over 95% for 5m),0,High,0,,[],[],0,"[{'tag': 'AMBIENTE', 'value': 'RESIDENCIAL'}, {'tag': 'AMBIENTE', 'value': 'SIT07'}, {'tag': 'BD', 'value': 'ORACLE'}, {'tag': 'class', 'value': 'database'}, {'tag': 'component', 'value': 'asm'}, {'tag': 'disk-group', 'value': 'DB09'}, {'tag': 'scope', 'value': 'capacity'}, {'tag': 'server_cod', 'value': '4869'}, {'tag': 'target', 'value': 'oracle'}, {'tag': 'uni_org_cod', 'value': '30'}]"
6044702,0,0,291039,NET001FT4SUN001_BD_SIT1SOC,2024-08-06 11:30:27,366234789,0,1969-12-31 21:00:00,0,0,0,ASM 'DB09': Disk group usage is too high (over 95% for 5m),0,High,0,,[],[],0,"[{'tag': 'AMBIENTE', 'value': 'RESIDENCIAL'}, {'tag': 'AMBIENTE', 'value': 'SIT01'}, {'tag': 'class', 'value': 'database'}, {'tag': 'component', 'value': 'asm'}, {'tag': 'disk-group', 'value': 'DB09'}, {'tag': 'scope', 'value': 'capacity'}, {'tag': 'target', 'value': 'oracle'}]"
5963164,0,0,296659,BRUX1172,2024-07-30 16:28:27,48151189,0,1969-12-31 21:00:00,0,0,0,Zabbix agent is not available (for 10m),0,Disaster,0,,[],[],0,"[{'tag': 'AMBIENTE', 'value': 'MOVEL'}, {'tag': 'server_cod', 'value': '3226'}, {'tag': 'uni_org_cod', 'value': '1'}]"
5963089,0,0,296673,BRUX1173,2024-07-30 16:19:06,287621016,0,1969-12-31 21:00:00,0,0,0,Host is unreachable by ICMP Ping,0,Disaster,0,,[],[],0,"[{'tag': 'AMBIENTE', 'value': 'MOVEL'}, {'tag': 'event', 'value': 'icmp-ping'}, {'tag': 'server_cod', 'value': '3227'}, {'tag': 'uni_org_cod', 'value': '1'}]"
5963087,0,0,296595,BRUX1170,2024-07-30 16:19:02,821230958,0,1969-12-31 21:00:00,0,0,0,Host is unreachable by ICMP Ping,0,Disaster,0,,[],[],0,"[{'tag': 'AMBIENTE', 'value': 'MOVEL'}, {'tag': 'event', 'value': 'icmp-ping'}, {'tag': 'server_cod', 'value': '3228'}, {'tag': 'uni_org_cod', 'value': '1'}]"
5963065,0,0,296647,BRUX1172,2024-07-30 16:17:05,517577956,0,1969-12-31 21:00:00,0,0,0,Host is unreachable by ICMP Ping,0,Disaster,0,,[],[],0,"[{'tag': 'AMBIENTE', 'value': 'MOVEL'}, {'tag': 'event', 'value': 'icmp-ping'}, {'tag': 'server_cod', 'value': '3226'}, {'tag': 'uni_org_cod', 'value': '1'}]"
5963050,0,0,298349,CLMARSLX3079,2024-07-30 16:15:22,454603202,0,1969-12-31 21:00:00,0,0,0,Zabbix agent is not available (for 10m),0,Disaster,0,,[],[],0,"[{'tag': 'AMBIENTE', 'value': 'RESIDENCIAL'}]"
5962882,0,0,299311,RJUX0207,2024-07-30 16:04:09,208497297,0,1969-12-31 21:00:00,0,0,0,Zabbix agent is not available (for 10m),0,Disaster,0,,[],[],0,"[{'tag': 'AMBIENTE', 'value': 'MOVEL'}, {'tag': 'server_cod', 'value': '1501'}, {'tag': 'uni_org_cod', 'value': '1'}]"
5962852,0,0,299285,RJUX0206,2024-07-30 16:02:58,329554422,0,1969-12-31 21:00:00,0,0,0,Zabbix agent is not available (for 10m),0,Disaster,0,,[],[],0,"[{'tag': 'AMBIENTE', 'value': 'MOVEL'}, {'tag': 'server_cod', 'value': '1321'}, {'tag': 'uni_org_cod', 'value': '1'}]"
5962693,0,0,299299,RJUX0207,2024-07-30 15:52:53,440157010,0,1969-12-31 21:00:00,0,0,0,Host is unreachable by ICMP Ping,0,Disaster,0,,[],[],0,"[{'tag': 'AMBIENTE', 'value': 'MOVEL'}, {'tag': 'event', 'value': 'icmp-ping'}, {'tag': 'server_cod', 'value': '1501'}, {'tag': 'uni_org_cod', 'value': '1'}]"
5962685,0,0,299493,CLCPEXHL1,2024-07-30 15:52:26,145023311,0,1969-12-31 21:00:00,0,0,0,Zabbix agent is not available (for 10m),0,Disaster,0,,[],[],0,"[{'tag': 'AMBIENTE', 'value': 'MOVEL'}, {'tag': 'server_cod', 'value': '5944'}, {'tag': 'uni_org_cod', 'value': '1'}]"
5962642,0,0,299273,RJUX0206,2024-07-30 15:48:52,534614519,0,1969-12-31 21:00:00,0,0,0,Host is unreachable by ICMP Ping,0,Disaster,0,,[],[],0,"[{'tag': 'AMBIENTE', 'value': 'MOVEL'}, {'tag': 'event', 'value': 'icmp-ping'}, {'tag': 'server_cod', 'value': '1321'}, {'tag': 'uni_org_cod', 'value': '1'}]"
5962580,0,0,299441,CLCPEXHL2,2024-07-30 15:45:04,870372437,0,1969-12-31 21:00:00,0,0,0,Zabbix agent is not available (for 10m),0,Disaster,0,,[],[],0,"[{'tag': 'AMBIENTE', 'value': 'MOVEL'}, {'tag': 'server_cod', 'value': '5948'}, {'tag': 'uni_org_cod', 'value': '1'}]"
5962223,0,0,299467,CLCPEXHL3,2024-07-30 15:31:15,963762837,0,1969-12-31 21:00:00,0,0,0,Zabbix agent is not available (for 10m),0,Disaster,0,,[],[],0,"[{'tag': 'AMBIENTE', 'value': 'MOVEL'}, {'tag': 'server_cod', 'value': '5947'}, {'tag': 'uni_org_cod', 'value': '1'}]"
5962118,0,0,296607,BRUX1170,2024-07-30 15:21:05,934281938,0,1969-12-31 21:00:00,0,0,0,Zabbix agent is not available (for 10m),0,Disaster,0,,[],[],0,"[{'tag': 'AMBIENTE', 'value': 'MOVEL'}, {'tag': 'server_cod', 'value': '3228'}, {'tag': 'uni_org_cod', 'value': '1'}]"
5962104,0,0,296685,BRUX1173,2024-07-30 15:19:38,639965170,0,1969-12-31 21:00:00,0,0,0,Zabbix agent is not available (for 10m),0,Disaster,0,,[],[],0,"[{'tag': 'AMBIENTE', 'value': 'MOVEL'}, {'tag': 'server_cod', 'value': '3227'}, {'tag': 'uni_org_cod', 'value': '1'}]"
5962019,0,0,295333,APIGEE09,2024-07-30 15:13:06,191370037,0,1969-12-31 21:00:00,0,0,0,Zabbix agent is not available (for 10m),1,Disaster,0,,"[{'acknowledgeid': '34163', 'userid': '35', 'eventid': '5962019', 'clock': '1722434414', 'message': 'Foi aberto uma regra de Firewall através da Natália.', 'action': '6', 'old_severity': '0', 'new_severity': '0', 'suppress_until': '0', 'taskid': '0'}]",[],0,"[{'tag': 'AMBIENTE', 'value': 'MOVEL'}, {'tag': 'server_cod', 'value': '4378'}, {'tag': 'server_cod', 'value': '6577'}, {'tag': 'uni_org_cod', 'value': '1'}, {'tag': 'uni_org_cod', 'value': '30'}]"
5955537,0,0,299280,RJUX0206,2024-07-30 07:52:56,239389691,0,1969-12-31 21:00:00,0,0,0,High memory utilization (>95% for 30m),0,Disaster,0,,[],[],0,"[{'tag': 'AMBIENTE', 'value': 'MOVEL'}, {'tag': 'event', 'value': 'high-memory'}, {'tag': 'server_cod', 'value': '1321'}, {'tag': 'uni_org_cod', 'value': '1'}]"
5953538,0,0,299305,RJUX0207,2024-07-29 20:09:08,110544413,0,1969-12-31 21:00:00,0,0,0,High memory utilization (>90% for 45m),0,High,0,,[],[],0,"[{'tag': 'AMBIENTE', 'value': 'MOVEL'}, {'tag': 'server_cod', 'value': '1501'}, {'tag': 'uni_org_cod', 'value': '1'}]"
5908965,0,0,282053,Zabbix Server,2024-07-26 08:23:48,503990291,0,1969-12-31 21:00:00,0,0,0,/home 95%  de uso,0,High,0,,[],[],0,"[{'tag': 'class', 'value': 'os'}, {'tag': 'component', 'value': 'postgreSQL'}, {'tag': 'target', 'value': 'linux'}]"
5903489,0,0,283196,NET001UATLNX315_JBOSS_SIT05,2024-07-25 16:58:00,851068892,0,1969-12-31 21:00:00,0,0,0,JBOSS SIT05 PORT 8180 IS DOWN,0,High,0,,[],[],0,"[{'tag': 'APPLICATION', 'value': 'JBOSS'}, {'tag': 'Application', 'value': 'JBOSS'}, {'tag': 'application', 'value': 'JBOSS'}]"
5820407,0,0,316642,BRUX1172_,2024-07-18 13:11:06,537706835,0,1969-12-31 21:00:00,0,0,0,Zabbix agent is not available (for 10m),0,Disaster,0,,[],[],0,"[{'tag': 'AMBIENTE', 'value': 'MOVEL'}]"
5819254,0,0,237012,BRUX0040_MTAAPPO_T05MOB11 -- desativada,2024-07-18 11:13:52,515679009,0,1969-12-31 21:00:00,0,0,0,Base T05MOB11 do Mobile está down.,0,Disaster,0,,[],[],0,[]
5810965,0,0,316596,NET001UATLNX722_DSPDOMAIN_SIT06,2024-07-17 12:27:02,827421427,0,1969-12-31 21:00:00,0,0,0,DSPDOMAIN Port 8019,0,High,0,,[],[],0,"[{'tag': 'APPLICATION', 'value': 'DSPDOMAIN'}, {'tag': 'Application', 'value': 'DSPDOMAIN'}, {'tag': 'application', 'value': 'DSPDOMAIN'}]"
5810964,0,0,316595,NET001UATLNX724_DSPDOMAIN_SIT06,2024-07-17 12:27:01,922600587,0,1969-12-31 21:00:00,0,0,0,DSPDOMAIN Port 8019,0,High,0,,[],[],0,"[{'tag': 'APPLICATION', 'value': 'DSPDOMAIN'}, {'tag': 'Application', 'value': 'DSPDOMAIN'}, {'tag': 'application', 'value': 'DSPDOMAIN'}]"
5789810,0,0,299279,RJUX0206,2024-07-15 07:02:56,623811571,0,1969-12-31 21:00:00,0,0,0,High memory utilization (>90% for 45m),0,High,0,,[],[],0,"[{'tag': 'AMBIENTE', 'value': 'MOVEL'}]"
5742329,0,0,313199,vm-netsms-rc1-db-hom-001_OCI10BRA,2024-07-10 14:48:21,71744195,0,1969-12-31 21:00:00,0,0,0,BD BRA (E10BRA) is down,0,Disaster,0,,[],[],0,"[{'tag': 'AMBIENTE', 'value': 'OCI'}, {'tag': 'BD', 'value': 'Oracle'}]"
5742328,0,0,314264,vm-netsms-rc1-db-hom-002_OCI10ISP,2024-07-10 14:48:08,534598396,0,1969-12-31 21:00:00,0,0,0,BD BRA (E10ISP) is down,0,Disaster,0,,[],[],0,"[{'tag': 'AMBIENTE', 'value': 'E2'}, {'tag': 'AMBIENTE', 'value': 'OCI'}, {'tag': 'BD', 'value': 'Oracle'}]"
5742270,0,0,297283,BRUX1531--DESATIVADA,2024-07-10 14:41:51,338534031,0,1969-12-31 21:00:00,0,0,0,Zabbix agent is not available (for 10m),0,Disaster,0,,[],[],0,"[{'tag': 'AMBIENTE', 'value': 'MOVEL'}]"
5742247,0,0,314432,vm-netsms-rc1-db-hom-003_OCI10ABC,2024-07-10 14:38:26,65645930,0,1969-12-31 21:00:00,0,0,0,BD BRA (E10ABC) is down,0,Disaster,0,,[],[],0,"[{'tag': 'AMBIENTE', 'value': 'E2'}, {'tag': 'AMBIENTE', 'value': 'OCI'}, {'tag': 'BD', 'value': 'Oracle'}]"
